epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
126,2836.73,0.44186,0.78408,0.33776,1.15045,0.97936,0.98095,0.98649,0.84437,0.97936,0.98095,0.9867,0.85553,0.642,0.45894,0.2908,1.62395,0.000171613,0.000171613,0.000171613
127,2859.24,0.44994,0.79545,0.34556,1.1616,0.99018,0.96028,0.98573,0.82836,0.97932,0.98095,0.99229,0.84935,0.67516,0.46326,0.30412,1.62065,0.000168177,0.000168177,0.000168177
128,2881.81,0.43372,0.85845,0.34759,1.14774,0.99045,0.98723,0.98805,0.84079,0.99045,0.98723,0.98805,0.84285,0.63425,0.49236,0.29208,1.5633,0.000164765,0.000164765,0.000164765
129,2904.18,0.45202,0.87859,0.34519,1.16355,0.96993,0.9619,0.96545,0.82968,0.97954,0.97143,0.97322,0.84868,0.63526,0.52564,0.28488,1.60271,0.000161377,0.000161377,0.000161377
130,2926.59,0.43857,0.88305,0.345,1.14721,0.97092,0.9619,0.96988,0.85863,0.98067,0.97143,0.97681,0.87182,0.61819,0.47764,0.28781,1.54703,0.000158014,0.000158014,0.000158014
131,2949.01,0.43385,0.81099,0.32893,1.13977,0.96963,0.97143,0.97973,0.85001,0.9793,0.98095,0.98709,0.86893,0.63318,0.48127,0.29956,1.55297,0.000154677,0.000154677,0.000154677
132,2971.48,0.44247,0.84235,0.33903,1.14029,0.97134,0.97143,0.97642,0.85947,0.98095,0.98086,0.98325,0.87088,0.58484,0.51464,0.28244,1.50486,0.000151367,0.000151367,0.000151367
133,2994.14,0.42397,0.8572,0.33,1.13661,0.97877,0.9619,0.97204,0.85079,0.97423,0.9619,0.97213,0.86546,0.64453,0.49428,0.29467,1.57761,0.000148084,0.000148084,0.000148084
134,3016.68,0.42959,0.7908,0.33877,1.14416,0.96151,0.95238,0.96685,0.84664,0.97786,0.97143,0.97454,0.86425,0.62112,0.47314,0.2879,1.53996,0.000144829,0.000144829,0.000144829
135,3039.22,0.42332,0.85463,0.32992,1.1222,0.96032,0.9619,0.96328,0.84009,0.96982,0.97143,0.97178,0.85195,0.62946,0.49249,0.28357,1.57414,0.000141603,0.000141603,0.000141603
136,3061.71,0.4312,0.77867,0.33296,1.13018,0.96226,0.9712,0.97052,0.84088,0.97169,0.98073,0.97945,0.85256,0.61582,0.51195,0.29451,1.55639,0.000138407,0.000138407,0.000138407
137,3084.19,0.42351,0.85341,0.32666,1.13876,0.96207,0.97143,0.96778,0.83344,0.97951,0.98095,0.97763,0.84376,0.61579,0.49808,0.28502,1.55161,0.000135241,0.000135241,0.000135241
138,3106.54,0.42946,0.86222,0.32461,1.13333,0.96223,0.98095,0.98047,0.83449,0.97159,0.99048,0.98857,0.8548,0.63382,0.47078,0.29039,1.56954,0.000132107,0.000132107,0.000132107
139,3128.88,0.39391,0.80053,0.31223,1.10583,0.96134,0.98095,0.98018,0.83118,0.98109,0.98819,0.99,0.84478,0.63884,0.51002,0.29185,1.59465,0.000129005,0.000129005,0.000129005
140,3151.3,0.42473,0.86266,0.33194,1.12714,0.97101,0.98095,0.98229,0.83797,0.98101,0.99048,0.99024,0.85925,0.63884,0.51008,0.27844,1.57346,0.000125936,0.000125936,0.000125936
141,3173.59,0.40068,0.80903,0.3172,1.12982,0.9802,0.99048,0.99385,0.86501,0.98965,1,0.99425,0.88083,0.61187,0.53765,0.27393,1.49926,0.000122901,0.000122901,0.000122901
142,3196.05,0.415,0.81295,0.32058,1.1288,0.98723,0.99048,0.99443,0.87409,0.99673,1,0.995,0.88891,0.58306,0.488,0.26874,1.47925,0.0001199,0.0001199,0.0001199
143,3218.6,0.40536,0.74316,0.32321,1.11738,0.99047,0.99005,0.99433,0.88164,1,0.99958,0.995,0.88966,0.57643,0.4845,0.27151,1.47571,0.000116935,0.000116935,0.000116935
144,3241.09,0.41074,0.78606,0.31016,1.11282,0.96291,0.98899,0.99321,0.87126,0.97218,0.99851,0.99396,0.88714,0.60678,0.48008,0.26361,1.50261,0.000114005,0.000114005,0.000114005
145,3263.5,0.42863,0.81707,0.32687,1.12833,0.98036,0.95075,0.98536,0.86476,0.97193,0.98934,0.99006,0.87436,0.59103,0.47961,0.27627,1.50158,0.000111112,0.000111112,0.000111112
146,3285.9,0.40259,0.73011,0.30582,1.11105,0.96904,0.98095,0.98475,0.85198,0.97962,0.99048,0.9889,0.86583,0.60993,0.48339,0.28888,1.53357,0.000108256,0.000108256,0.000108256
147,3308.44,0.38796,0.71988,0.30958,1.09231,0.96765,0.97143,0.97576,0.84806,0.97732,0.98095,0.97789,0.85861,0.59692,0.4894,0.28776,1.52871,0.000105438,0.000105438,0.000105438
148,3330.82,0.39688,0.74581,0.30621,1.10547,0.96048,0.97143,0.97414,0.84938,0.9699,0.98095,0.97988,0.86589,0.61106,0.51481,0.28594,1.55578,0.00010266,0.00010266,0.00010266
149,3353.25,0.42279,0.84738,0.32779,1.13966,0.97102,0.98095,0.98365,0.85706,0.98047,0.99048,0.99135,0.87704,0.62371,0.5024,0.28157,1.57279,9.99201e-05,9.99201e-05,9.99201e-05
150,3375.72,0.3796,0.72753,0.29068,1.08734,0.96185,0.98095,0.98149,0.86413,0.97808,0.97143,0.98312,0.88366,0.60778,0.48892,0.27786,1.57657,9.72207e-05,9.72207e-05,9.72207e-05
151,3398.14,0.37984,0.73497,0.2909,1.12043,0.98011,0.99048,0.99106,0.86279,0.98011,0.99048,0.99106,0.87497,0.6132,0.51708,0.27917,1.60924,9.45621e-05,9.45621e-05,9.45621e-05
152,3420.42,0.40067,0.78445,0.31523,1.11543,0.96107,0.98095,0.9812,0.84723,0.9704,0.99048,0.98816,0.86776,0.62007,0.51474,0.27413,1.59791,9.1945e-05,9.1945e-05,9.1945e-05
153,3442.8,0.39447,0.79985,0.30857,1.106,0.97167,0.97982,0.98661,0.85535,0.98111,0.98934,0.99127,0.86247,0.61798,0.52093,0.27576,1.59606,8.937e-05,8.937e-05,8.937e-05
154,3465.37,0.38979,0.73041,0.31048,1.10091,0.96179,0.98095,0.98915,0.8468,0.97115,0.99048,0.99066,0.86482,0.63878,0.52995,0.28222,1.62686,8.68376e-05,8.68376e-05,8.68376e-05
155,3487.96,0.38376,0.80851,0.29432,1.0944,0.97078,0.98095,0.98871,0.85205,0.98021,0.99048,0.99037,0.86697,0.6428,0.53921,0.28356,1.62018,8.43486e-05,8.43486e-05,8.43486e-05
156,3510.26,0.38101,0.76424,0.29703,1.11391,0.95969,0.97143,0.97342,0.84794,0.96918,0.98095,0.98052,0.86533,0.64155,0.51707,0.28225,1.58416,8.19036e-05,8.19036e-05,8.19036e-05
157,3532.54,0.38731,0.83689,0.30974,1.10269,0.96178,0.98095,0.98418,0.86846,0.97112,0.99048,0.99068,0.87937,0.62583,0.53637,0.27889,1.58818,7.95031e-05,7.95031e-05,7.95031e-05
158,3555.08,0.40234,0.74382,0.31065,1.11816,0.97486,0.97143,0.986,0.85655,0.98441,0.98095,0.9925,0.8763,0.62297,0.53505,0.26909,1.59795,7.71478e-05,7.71478e-05,7.71478e-05
159,3577.58,0.38663,0.76192,0.30829,1.09365,0.97811,0.98095,0.98424,0.85888,0.98761,0.99048,0.9911,0.86878,0.63432,0.51848,0.27029,1.61895,7.48382e-05,7.48382e-05,7.48382e-05
160,3599.93,0.38647,0.75409,0.31982,1.09245,0.97822,0.99048,0.99405,0.86488,0.98762,1,0.99443,0.87127,0.60628,0.56371,0.27447,1.59894,7.25749e-05,7.25749e-05,7.25749e-05
161,3622.36,0.39906,0.76598,0.3106,1.10116,0.96844,0.98095,0.98725,0.86483,0.97785,0.99048,0.99394,0.88063,0.60995,0.51193,0.26843,1.59594,7.03585e-05,7.03585e-05,7.03585e-05
162,3644.64,0.38616,0.78116,0.30941,1.10808,0.98109,0.98833,0.99453,0.87172,0.99055,0.99786,0.99491,0.87618,0.58561,0.49918,0.2606,1.56613,6.81894e-05,6.81894e-05,6.81894e-05
163,3667.06,0.39871,0.73581,0.30587,1.11166,0.97849,0.99048,0.99405,0.87199,0.9879,1,0.99472,0.87701,0.61447,0.52357,0.26684,1.596,6.60684e-05,6.60684e-05,6.60684e-05
164,3689.49,0.40676,0.81516,0.3366,1.11454,0.95149,0.9619,0.97038,0.85804,0.96091,0.97143,0.97735,0.87178,0.61991,0.50208,0.27776,1.60719,6.39958e-05,6.39958e-05,6.39958e-05
165,3711.97,0.38689,0.84149,0.30369,1.10031,0.98091,0.97883,0.9859,0.87466,0.98091,0.97883,0.9859,0.88375,0.59443,0.51881,0.26489,1.5824,6.19721e-05,6.19721e-05,6.19721e-05
166,3734.47,0.38575,0.74998,0.30286,1.10861,0.96097,0.98095,0.98782,0.87068,0.99038,0.98058,0.99443,0.88416,0.60136,0.53922,0.26632,1.57815,5.9998e-05,5.9998e-05,5.9998e-05
167,3756.89,0.37673,0.71492,0.29352,1.08232,0.94407,0.98095,0.98525,0.8689,0.9863,0.97143,0.9926,0.88005,0.59823,0.52678,0.26706,1.56133,5.80738e-05,5.80738e-05,5.80738e-05
168,3779.24,0.39244,0.74596,0.31115,1.10314,0.94423,0.98095,0.98356,0.86843,0.95339,0.99048,0.99019,0.8805,0.5893,0.52854,0.25967,1.55704,5.62e-05,5.62e-05,5.62e-05
